# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
point 23,,,,,,,,-88.083781,41.821300,247.439920
point 24,,,,,,,,-88.083741,41.821164,246.973954
point 25,,,,,,,,-88.083856,41.821169,245.992744
point 26,,,,,,,,-88.083894,41.821254,246.227088
point 27,,,,,,,,-88.083886,41.821340,246.831526
point 28,,,,,,,,-88.083760,41.821373,248.100847
point 29,,,,,,,,-88.083658,41.821333,248.793626
point 30,,,,,,,,-88.083633,41.821214,248.239960
point 31,,,,,,,,-88.083796,41.821303,247.311663
point 32,,,,,,,,-88.083814,41.821097,246.104547
point 33,,,,,,,,-88.083980,41.821246,245.553143
point 34,,,,,,,,-88.083918,41.821396,247.251814
point 35,,,,,,,,-88.083657,41.821392,249.319676
point 36,,,,,,,,-88.083559,41.821239,249.160039
7,,,,,,,,-88.083788,41.821271,257.824043
7-1,,,,,,,,-88.083786,41.821268,258.094546
7-1-1,,,,,,,,-88.083786,41.821270,258.340524
7-1-2,,,,,,,,-88.083784,41.821269,258.691900
7-1-3,,,,,,,,-88.083782,41.821269,258.935906
7-1-4,,,,,,,,-88.083779,41.821270,259.351033
7-1-5,,,,,,,,-88.083778,41.821270,259.588247
7-1-6,,,,,,,,-88.083778,41.821271,259.740645
7-1-7,,,,,,,,-88.083777,41.821271,259.775741
7-1-3-1,,,,,,,,-88.083781,41.821269,258.965332
7-3,,,,,,,,-88.083788,41.821265,258.483577
7-2,,,,,,,,-88.083786,41.821266,258.383215
7-4,,,,,,,,-88.083786,41.821260,259.013380
7-4-1,,,,,,,,-88.083786,41.821258,259.468813
7-4-2,,,,,,,,-88.083785,41.821255,260.221929
7-4-3,,,,,,,,-88.083783,41.821253,260.322069
7-4-4,,,,,,,,-88.083783,41.821253,260.435892
7-4-5,,,,,,,,-88.083783,41.821252,260.503267
7-5,,,,,,,,-88.083783,41.821248,259.679251
7-6,,,,,,,,-88.083786,41.821238,260.289293
7-1-1.1,,,,,,,,-88.083784,41.821269,258.340605
