# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
point 23,,,,,,,,-88.049456,41.814041,193.590321
point 24,,,,,,,,-88.049366,41.813974,193.880958
point 25,,,,,,,,-88.049525,41.813977,193.841356
point 26,,,,,,,,-88.049612,41.814063,193.659514
point 27,,,,,,,,-88.049555,41.814148,193.654949
point 28,,,,,,,,-88.049396,41.814209,193.615876
point 29,,,,,,,,-88.049306,41.814153,193.450603
point 30,,,,,,,,-88.049281,41.814068,193.532013
point 31,,,,,,,,-88.049469,41.814049,193.625011
point 32,,,,,,,,-88.049430,41.813924,194.174896
point 33,,,,,,,,-88.049646,41.814007,193.923604
point 34,,,,,,,,-88.049514,41.814218,193.698478
point 35,,,,,,,,-88.049359,41.814244,193.637621
point 36,,,,,,,,-88.049238,41.814043,193.766402
3,,,,,,,,-88.049432,41.814077,196.765714
3-1,,,,,,,,-88.049429,41.814089,197.121430
3-2,,,,,,,,-88.049430,41.814098,197.105363
3-3,,,,,,,,-88.049432,41.814103,196.913889
3-4,,,,,,,,-88.049436,41.814112,196.673973
3-5,,,,,,,,-88.049439,41.814120,196.462416
3-6,,,,,,,,-88.049437,41.814125,196.108907
3-7,,,,,,,,-88.049438,41.814135,196.115996
3-7-1,,,,,,,,-88.049442,41.814134,196.542981
3-8,,,,,,,,-88.049442,41.814141,195.907856
3-11,,,,,,,,-88.049447,41.814151,196.003587
3-13,,,,,,,,-88.049446,41.814154,196.276807
3-14,,,,,,,,-88.049446,41.814156,196.347188
3-15,,,,,,,,-88.049447,41.814158,196.356646
3-5-1,,,,,,,,-88.049440,41.814120,196.590739
3-5-2,,,,,,,,-88.049442,41.814122,196.559558
3-5-4,,,,,,,,-88.049447,41.814123,196.665576
3-5-5,,,,,,,,-88.049450,41.814124,196.463583
3-5-7,,,,,,,,-88.049455,41.814127,196.272769
3-5-8,,,,,,,,-88.049462,41.814132,196.014033
3-5-8-1,,,,,,,,-88.049465,41.814135,196.183343
