node,label,random,mainnodeto,branchnodeto,maindiameter.180228,mainlength.180228,branchdiameter.180228,branchlength.180228,maindiameter.180328,mainlength.180328,branchdiameter.180328,branchlength.180328
10,both,0.117795538,NA,10.2,27.2,NA,14.6,78.7,23.3,NA,12.9,73.3
10.2,both,0.871739994,10.3,end,14,35.3,5.1,75.6,18.1,29.3,7.11,75.5
10.3,both,0.014109899,10.5,end,10.2,64.5,8.12,75.8,8.91,60.2,6.34,32
10.5,both,0.893035107,end,end,11.4,275,6.32,40.1,8.78,65.3,3.11,5.69
point 23,both,,,,,,,,,,,
point 24,both,,,,,,,,,,,
point 25,both,,,,,,,,,,,
point 26,both,,,,,,,,,,,
point 27,both,,,,,,,,,,,
point 28,both,,,,,,,,,,,
point 29,both,,,,,,,,,,,
point 30,both,,,,,,,,,,,
point 31,both,,,,,,,,,,,
point 32,both,,,,,,,,,,,
point 33,both,,,,,,,,,,,
point 34,both,,,,,,,,,,,
point 35,both,,,,,,,,,,,
point 36,both,,,,,,,,,,,
10.1,180222,0.013302654,10.3,end,10.2,36.7,2.98,13.3,,,,
10.6,180222,0.281964015,10.8,10.6.1,10.7,78.5,6.79,19.7,,,,
10.2.1,180222,0.409880424,10.2.2,end,5.18,28.7,5.89,14.1,,,,
10.2.2,180222,0.15765545,end,end,5.64,25.9,2.38,7.11,,,,
10.3.1,180222,0.404039226,10.3.3,end,6.02,12.9,5.49,51.6,,,,
10.3.2.1,180222,0.148473319,end,end,NA,NA,NA,NA,,,,
10.3.3,180222,0.269376944,10.3.4,end,5.46,61.2,5.61,30.1,,,,
10.3.5,180222,0.317193118,10.3.6,end,2.64,61.4,1.56,4.33,,,,
10.3.6.1,180222,0.225005073,end,end,1.99,13.4,1.48,4.1,,,,
10.8.2,180222,0.192151231,end,end,6.47,23.6,4.22,10.8,,,,
10.9.1,180222,0.207503561,end,end,2.63,5.39,3.25,2.92,,,,
10.9,180222,0.412695025,,,,,,,,,,
10.6.1,180222,0.434918667,,,,,,,,,,
10.7,180222,0.476032521,,,,,,,,,,
10.3.2,180222,0.522063524,,,,,,,,,,
10.10.3,180222,0.533459493,,,,,,,,,,
10.3.7,180222,0.673838963,,,,,,,,,,
10.4,180222,0.685813511,,,,,,,,,,
10.10.2,180222,0.693708414,,,,,,,,,,
10.8,180222,0.702855409,,,,,,,,,,
10.8.1,180222,0.718724313,,,,,,,,,,
10.3.9,180222,0.734547744,,,,,,,,,,
10..10,180222,0.752752122,,,,,,,,,,
10.3.8,180222,0.833646296,,,,,,,,,,
10.6.2,180222,0.853599983,,,,,,,,,,
10.10.1,180222,0.857954615,,,,,,,,,,
10.3.3.1,180222,0.900040172,,,,,,,,,,
10.3.10,180222,0.912769375,,,,,,,,,,
10.3.6,180222,0.951250418,,,,,,,,,,
10.3.4,180222,0.973143751,,,,,,,,,,
10.11,180222,0.98490334,,,,,,,,,,
NA,180222,,,,,,,,,,,
none,180323,,,,,,,,,,,
