# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/Longitude,Y/Latitude,Z/Altitude,Error_(m),X_error,Y_error,Z_error,X_est,Y_est,Z_est
point 23,,,,,,,,-88.049456,41.814041,193.590321
point 24,,,,,,,,-88.049366,41.813974,193.880958
point 25,,,,,,,,-88.049525,41.813977,193.841356
point 26,,,,,,,,-88.049612,41.814063,193.659514
point 27,,,,,,,,-88.049555,41.814148,193.654949
point 28,,,,,,,,-88.049396,41.814209,193.615876
point 29,,,,,,,,-88.049306,41.814153,193.450603
point 30,,,,,,,,-88.049281,41.814068,193.532013
point 31,,,,,,,,-88.049469,41.814049,193.625011
point 32,,,,,,,,-88.049430,41.813924,194.174896
point 33,,,,,,,,-88.049646,41.814007,193.923604
point 34,,,,,,,,-88.049514,41.814218,193.698478
point 35,,,,,,,,-88.049359,41.814244,193.637621
point 36,,,,,,,,-88.049238,41.814043,193.766402
13,,,,,,,,-88.049432,41.814068,203.303057
13-1,,,,,,,,-88.049429,41.814066,204.049619
13-1-1,,,,,,,,-88.049421,41.814069,205.404166
13-1-2,,,,,,,,-88.049422,41.814070,205.451461
13-.5,,,,,,,,-88.049433,41.814068,203.231573
13-2,,,,,,,,-88.049427,41.814061,204.381284
13-3,,,,,,,,-88.049419,41.814060,205.265211
13-4,,,,,,,,-88.049414,41.814056,205.644976
13-5,,,,,,,,-88.049411,41.814056,206.010000
13-6,,,,,,,,-88.049404,41.814054,206.252091
13-7,,,,,,,,-88.049405,41.814052,206.429082
13-8,,,,,,,,-88.049401,41.814050,206.939355
13-9,,,,,,,,-88.049402,41.814049,207.110584
13-4-1,,,,,,,,-88.049415,41.814058,205.835758
13-8-1,,,,,,,,-88.049400,41.814051,206.853211
